,units,n_back,dropout,vloss,sec_elaps
258,48,96,0.1,0.0006768967723473907,27
188,12,672,0.2,0.000676852825563401,92
739,528,528,0.0,0.000676823896355927,211
457,720,12,0.0,0.0006767179002054036,30
53,96,336,0.2,0.0006765412399545312,69
333,576,240,0.2,0.0006764924037270248,131
554,144,576,0.2,0.0006764038116671145,148
175,192,72,0.0,0.0006763968267478049,40
564,480,384,0.1,0.0006762546836398542,112
685,336,864,0.1,0.0006757911178283393,178
153,12,576,0.0,0.0006757276132702827,110
17,192,192,0.1,0.0006756274378858507,41
4,120,864,0.1,0.000675575400236994,100
413,576,240,0.0,0.000675402523484081,81
35,480,48,0.0,0.0006753235938958824,34
165,432,480,0.0,0.0006751822074875236,112
242,384,624,0.1,0.0006750433822162449,88
149,144,336,0.2,0.0006750138127245009,114
456,120,12,0.0,0.000674557639285922,37
665,120,120,0.0,0.0006743156118318439,58
555,624,336,0.0,0.0006735387723892927,148
674,240,72,0.0,0.0006731059402227402,28
763,384,24,0.1,0.0006730755558237433,27
257,768,96,0.0,0.0006729551823809743,86
617,72,336,0.2,0.0006729103624820709,47
111,384,384,0.2,0.0006725758430548012,136
800,72,480,0.0,0.0006725176353938878,90
329,144,144,0.0,0.0006724446429871023,45
263,384,288,0.0,0.0006723830592818558,70
812,96,384,0.1,0.0006723348051309586,71
157,96,144,0.2,0.0006721732206642628,41
45,576,432,0.1,0.0006720189121551812,128
154,864,624,0.2,0.0006719970842823386,272
556,672,384,0.1,0.0006719639059156179,139
69,192,24,0.2,0.0006719636148773134,20
806,24,144,0.1,0.0006719492957927287,41
799,720,240,0.1,0.0006719017401337624,103
79,96,432,0.1,0.0006718580261804163,66
714,12,768,0.2,0.0006715289782732725,137
232,768,768,0.1,0.0006714068586006761,283
789,24,720,0.0,0.0006713298498652875,116
62,672,384,0.0,0.0006712788017466664,134
684,96,72,0.1,0.0006711271707899868,28
702,528,96,0.0,0.0006708804867230356,59
27,768,576,0.1,0.0006708565633744001,217
492,72,192,0.2,0.0006706395070068538,42
693,624,24,0.1,0.0006705791456624866,27
695,768,528,0.1,0.0006700510275550187,220
146,528,864,0.0,0.0006695581250824034,230
796,576,768,0.2,0.0006694940384477377,229
399,480,12,0.2,0.0006693833856843412,19
654,672,864,0.2,0.0006690864101983607,386
300,120,72,0.0,0.0006690695299766958,34
